chunk,question,answer
185,سوال: فرانس کے ہائپر مارکیٹ کیر فور کے بائیکاٹ کا مطالبہ کب شروع ہوا؟,جواب: بائیکاٹ کا مطالبہ 12 اپریل سے شروع ہوا۔
185,سوال: بائیکاٹ کے مطالبے کی وجہ کیا تھی؟,جواب: بائیکاٹ کے مطالبے کی وجہ کمپنی پر الزام تھا کہ انہوں نے چینیوں کے مابین موبائل چیٹ اور آن لائن چیٹ رومز کے ذریعے فنڈز عطیہ کیے۔
185,سوال: چینی حکومت نے کس چیز کی کوشش کی؟,جواب: چینی حکومت نے سنسر شپ کے ذریعے صورت حال کو پرسکون کرنے کی کوشش کی۔
185,"سوال: 15 اپریل کو واشنگٹن ٹائمز کے مطابق، بائیکاٹ کے حوالے سے کیا کہا گیا؟","جواب: 15 اپریل کو واشنگٹن ٹائمز کے مطابق، چینی حکومت سنسر شپ کے ذریعے صورت حال کو پرسکون کرنے کی کوشش کر رہی تھی۔"
185,سوال: فرانس کے ہائپر مارکیٹ کیر فور کے بائیکاٹ سے متعلق معلومات کہاں سے حاصل کی جا سکتی ہیں؟,جواب: بائیکاٹ سے متعلق معلومات انٹرنیٹ فورم سوہو ڈاٹ کام پر پوسٹ کردہ تمام تبصرے حذف کر دیے گئے ہیں۔
186,چینی مظاہرین نے کس شہر میں فرانسیسی ملکیت والے کارفور کے بائیکاٹ کا اہتمام کیا؟,"چینی مظاہرین نے ہیفی، ووہان اور دیگر بڑے شہروں میں فرانسیسی ملکیت والے کارفور کے بائیکاٹ کا اہتمام کیا۔"
186,فرانسیسی قوم پر کیا الزام لگایا گیا؟,فرانسیسی قوم پر علیحدگی پسند سازش اور چینی مخالف نسل پرستی کا الزام لگایا گیا۔
186,مظاہرین نے کون سی چیزوں کا استعمال کیا؟,مظاہرین نے بڑے جنڈے اور پانی کی بوتلیں چلائیں۔
186,بی بی سی نے کس بارے میں معلومات فراہم کی؟,"بی بی سی نے بتایا کہ بیجنگ، ووہان، اور چنگداؤ میں سینکڑوں لوگوں نے اس پر اصرار کیا۔"
186,مظاہرین نے کس جگہ پر مظاہرہ کیا؟,مظاہرین نے کارفور اسٹورز میں مظاہرہ کیا۔
187,مغربی یورپ اور شمالی امریکہ میں افراطِ طبعی مشعل ریلے کی وجہ کیا ہے؟,"مغربی یورپ اور شمالی امریکہ میں افراطِ طبعی مشعل ریلے کی وجہ سے بین الاقوامی اولمپک کمیٹی کے صدر، جیک روگ نے صورتحال کو تنظیم کے لئے بحران کے طور پر بیان کیا ہے۔"
187,جیک روگ نے کیا بیان کیا ہے؟,جیک روگ نے صورتحال کو تنظیم کے لئے بحران کے طور پر بیان کیا اور کہا کہ اولمپک مقامات پر تبتھی جھنڈے دکھانے والے کسی بھی کھلاڑی کو کھیلوں سے نکال دیا جا سکتا ہے۔
187,کیا ریلے کو مکمل طور پر منسوخ کرنے کی کوشش کی گئی؟,"ہاں، اگرچہ آئی او سی کی کچھ ممبروں کی طرف سے اس عمل کے مطالبات کے باوجود ریلے کو مکمل طور پر منسوخ کرنے سے قاصر رہے۔"
187,ریلے کے نتائج نے کس پر اثر انداز کیا؟,ریلے کے نتائج نے آئی او سی کے فیصلے پر اثر انداز کیا۔
187,کھلاڑیوں کے مستقبل کے ایڈیشنوں میں کیا ختم کرنے کا ارادہ ہے؟,کھلاڑیوں کے مستقبل کے ایڈیشنوں میں عالمی ریلے کو ختم کرنے کا ارادہ ہے۔
188,"اولمپک مشعل کب سینٹ پیٹرزبرگ، روس پہنچی؟","اولمپک مشعل 5 اپریل کو سینٹ پیٹرزبرگ، روس پہنچی۔"
188,اولمپک مشعل کا روٹ کہاں سے شروع ہوا اور کہاں ختم ہوا؟,اولمپک مشعل کا روٹ وکٹری اسکوائر سے شروع ہوا اور محل اسکوائر میں ختم ہوا۔
188,اولمپک مشعل کے ساتھ کون سا مشہور کھلاڑی موجود تھا؟,اولمپک مشعل کے ساتھ سابق پراگندہ ہیوی ویٹ چیمپیئن فیڈور ایملینینکو موجود تھا۔
188,اولمپک مشعل کے حوالے سے فرانس کی پولیس نے کیا کیا؟,فرانس کی پولیس نے واقعات سے نمٹنے کے لیے تنقید کا نشانہ بنایا۔
188,اولمپک مشعل کے حوالے سے کس ایونٹ کو خاص طور پر ذکر کیا گیا ہے؟,اولمپک مشعل کے حوالے سے مظاہرین سے تبت کی جھنڈوں کو ضبط کرنے کے لیے خاص طور پر ذکر کیا گیا ہے۔
189,پولیس نے چینیوں کو کس چیز کی آزادی دی؟,پولیس نے چینیوں کو اظہار رائے کی آزادی دی۔
189,وزیر داخلہ میشل ایلیوٹ نے پولیس کے بارے میں کیا بیان دیا؟,"وزیر داخلہ میشل ایلیوٹ نے بیان دیا کہ پولیس کو ایسا کرنے کا حکم نہیں دیا گیا تھا، اور انہوں نے اپنی پالیسی پر کارروائی کی تھی۔"
189,فرانس 2 کے ایک کیمرہ مین کے ساتھ کیا واقعہ پیش آیا؟,"فرانس 2 کے ایک کیمرہ مین کو ایک پولیس افسر نے چہرے پر مارا، جس سے وہ بے ہوش ہوگیا اور اسے اسپتال بھیجنا پڑا۔"
189,چینی عہدیداروں نے مارچ ریلی کے دوران کیا کیا؟,چینی عہدیداروں نے مارچ ریلی کی تقریب کو روک دیا۔
189,تیسرے مارچ کے دوران مظاہرین نے کیا کیا؟,"مظاہرین نے کئی بار حملہ کیا، جو بظاہر احتجاج کے حامی تھے۔"
190,جن جن لوگوں نے اﻧﭨروﯾو میں کیا کیا؟,"جن جن لوگوں نے اﻧﭨروﯾو میں کہا کہ اﯾنھیں کھینچا، کھینچا اور لات ماری گیا تھا۔"
190,اﻧﭨروﯾو کے دوران درد محسوس کیوں نہیں ہوا؟,اﻧﭨروﯾو کے دوران اﯾنھیں درد محسوس نہیں ہوا۔
190,چینی حکومت نے فرانسیسیوں کے بارے میں کیا بیان دیا؟,چینی حکومت نے یہ تبصرہ کیا کہ چینی فرانسیسیوں کا بہت احترام کرتے ہیں۔
190,لندن میں کتنے مشعل بردار موجود تھے؟,لندن میں 80 مشعل بردار موجود تھے۔
190,فرانسیسیوں نے مشعل أنہانے سے کیا انکار کیا؟,"فرانسیسیوں نے مشعل أنہانے سے انکار کیا، جبکہ کوئی ہک نے اس کے خلاف بات کرنے کا فیصلہ کیا۔"
191,وزیر اعظم گورڈن براؤن نے 10 ڈائوننگ اسٹریٹ کے باہر کس چیز کا استقبال کیا؟,وزیر اعظم گورڈن براؤن نے 10 ڈائوننگ اسٹریٹ کے باہر مشعل کا استقبال کیا۔
191,لندن ریل نے مشعل کو کس چیز کے طور پر بیان کیا؟,لندن ریل نے مشعل کو ایک موبائل حفاظتی انگونچی کے طور پر بیان کیا۔
191,ریڈگریو میں احتجاج کس چیز کے خلاف شروع کیا گیا؟,ریڈگریو میں احتجاج مشعل کے خلاف شروع کیا گیا۔
191,چینی سفیر نے حفاظتی خدشات کے درمیان کیا تبدیلی کی؟,چینی سفیر نے حفاظتی خدشات کے درمیان راستے میں غیر اعلانیہ تبدیلی کی۔
191,مظاہرین اور مشعل کے درمیان بچنے کی کوششوں کے دوران کیا ہوا؟,مظاہرین اور مشعل کے درمیان بچنے کی کوششوں کے دوران فلائیٹ اسٹریٹ کے ساتھ ایک بس پر غیر منصوبہ بند حرکت کی گئی۔
192,2008 کے بیجنگ اولمپکس کے لیے چینی مظاہرین نے کس چیز کی حمایت ظاہر کرنے کی کوشش کی؟,چینی مظاہرین نے 2008 کے بیجنگ اولمپکس کے لیے اپنی حمایت ظاہر کرنے کی کوشش کی۔
192,مظاہرین نے کتنی چینی مشعلیں جمع کیں؟,"مظاہرین نے 2,000 سے زیادہ چینی مشعلیں جمع کیں۔"
192,اولمپک ڈریم ون کا نعرہ کیا تھا؟,"اولمپک ڈریم ون کا نعرہ ""ون ورلڈ"" تھا۔"
192,کون سی سیاسی جماعتوں نے پارلیمنٹ میں احتجاج کا اہتمام کیا؟,"تمام سیاسی جماعتوں - یو ایم پی، سوشلسٹس، نیو سینٹر، کمیونسٹوں، اور ڈیموکریٹک موومنٹ - نے پارلیمنٹ میں احتجاج کا اہتمام کیا۔"
192,قومی اسمبلی کے اجلاس میں کیا درخواست منظور کی گئی؟,قومی اسمبلی کے اجلاس میں وقفے کی درخواست منظور کی گئی تاکہ ممبران پارلیمنٹ باہر نکل سکیں اور ایک بینر کھول سکیں۔
193,ریا ست ہائے متحدہ امریکہ میں مشعل ریلی کب ہوئی؟,"مشعل ریلی 9 اپریل کو سان فرانسسکو، کیلیفورنیا میں ہوئی۔"
193,ریلی کے دوران کیا احتجاج کیا گیا؟,ریلی کے دوران ایفل ٹاور پر چڑھنے اور اس پر احتجاج کا بینر لٹکانے کا احتجاج کیا گیا۔
193,کس نے مشعل کو پہلا مشعل بردار دیا؟,نورمن بلنگہم نے مشعل کو پہلے مشعل بردار دیا۔
193,تقریب کے منسوخ ہونے کے بعد کیا کیا گیا؟,تقریب کے منسوخ ہونے کے بعد سان فرانسسکو بین الاقوامی ہوائی اڈے پر ایک تقریب منعقد کی گئی۔
193,راستے میں تبدیلیوں کی وجہ سے کیا ہوا؟,راستے میں تبدیلیوں نے بڑی تعداد میں چین کے حامیوں اور چین کے خلاف مظاہرین سے بچنے کی اجازت دی۔
194,لوگوں کو کب پتہ چلا کہ جیسن ہرمن پلازہ میں اختتامی تقریب نہیں ہوگی؟,لوگوں کو پتہ چلا کہ جیسن ہرمن پلازہ میں اختتامی تقریب نہیں ہوگی تو ناراض رد عمل سامنے آئے۔
194,روٹ میں تبدیلی کے حوالے سے کیا کہا گیا ہے؟,روٹ میں تبدیلی کے حوالے سے کہا گیا ہے کہ کسی بھی منظم احتجاج کو ناکام بنانے کی کوشش تھی۔
194,سَن فرانسسکو بورڈ آف سپروائزرز کے صدر نے کیا بیان دیا؟,سَن فرانسسکو بورڈ آف سپروائزرز کے صدر آرون پیسکن نے کہا کہ یہ پیسہ کے ناقابل یقین اثر و رسوخ کی وجہ سے بش اسٹیٹ ڈیپارٹمنٹ اور چینی حکومت کو خوش کرنے کا cynical منصوبہ تھا۔
194,نیوزوم نے لوگوں کے احتجاج کرنے کے حق کے بارے میں کیا کہا؟,نیوزوم نے کہا کہ وہ محسوس کرتے ہیں کہ یہ ہر ایک کے بہترین مفاد میں ہے اور ان کا خیال ہے کہ راستے میں تبدیلی کے باوجود لوگوں کو احتجاج کرنے اور مشعل کی حمایت کرنے کا حق دیا گیا ہے۔
194,امریکی اولمپک کمیٹی کے سربراہ نے روٹ کی تبدیلیوں کی تعریف کرتے ہوئے کیا کہا؟,امریکی اولمپک کمیٹی کے سربراہ پیٹر اوبروٹ نے روٹ کی تبدیلیوں کی تعریف کرتے ہوئے کہا کہ عالمی نقطہ نظر سے سان فرانسسکو کے شہر کی تعریف کی جائے گی۔
195,اس ایونٹ کی میزبان شہر کا نام کیا ہے؟,اس ایونٹ کی میزبان شہر کا نام سان فرانسسکو ہے۔
195,ایونٹ کے لئے لاگت کتنی بتائی گئی ہے؟,"ایونٹ کے لئے لاگت 726,400 امریکی ڈالر بتائی گئی ہے۔"
195,ایونٹ کی لاگت کا تقریباً نصف حصہ کس ذریعہ سے حاصل کیا گیا ہے؟,ایونٹ کی لاگت کا تقریباً نصف حصہ فنڈ ریزنگ کے ذریعہ حاصل کیا گیا ہے۔
195,پولیس چیف ہیڈر فونگ نے کیا فیصلہ کیا؟,پولیس چیف ہیڈر فونگ نے مشاورت کے بعد روٹ تبدیل کرنے کے فیصلے سے بڑے پیمانے پر گرفتاریوں سے متعلق اخراجات سے گریز کیا گیا تھا۔
